PurchaseOrderID,ProductID,UnitPrice,LineTotal,Name,ProductNumber,DaysToManufacture,
618,348,34.8705,104.6115,Flat Washer 5,FW-7160,0,
619,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
619,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
620,382,43.2705,129.8115,Hex Nut 22,HN-3410,0,
620,383,47.544,142.632,Hex Nut 23,HN-3416,0,
620,384,43.2705,129.8115,Hex Nut 12,HN-3816,0,
621,478,11.088,6098.4,Metal Bar 2,MB-6061,0,
621,479,15.8865,8737.575,Metal Plate 2,MP-2066,0,
621,480,11.6655,6416.025,Metal Plate 1,MP-2503,0,
621,481,11.088,6098.4,Metal Plate 3,MP-4960,0,
622,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
623,510,23.079,12693.45,LL Road Rim,RM-R436,0,
623,511,29.274,16100.7,ML Road Rim,RM-R600,0,
623,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
624,407,47.544,142.632,External Lock Washer 7,LE-3800,0,
624,408,43.2705,129.8115,External Lock Washer 6,LE-5160,0,
625,525,2.3205,1276.275,LL Shell,SH-4562,0,
626,526,3.6435,2003.925,HL Shell,SH-9312,0,
627,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
628,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
628,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
629,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
629,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
630,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
631,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
631,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
632,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
633,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
634,472,41.223,123.669,Lock Washer 2,LW-6000,0,
634,473,39.123,117.369,Lock Washer 9,LW-7160,0,
635,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
636,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
636,511,27.867,15326.85,ML Road Rim,RM-R600,0,
637,482,8.757,4816.35,Metal Sheet 2,MS-0253,0,
637,483,9.6915,5330.325,Metal Sheet 3,MS-1256,0,
637,484,6.8775,3782.625,Metal Sheet 7,MS-1981,0,
637,485,7.8015,4290.825,Metal Sheet 4,MS-2259,0,
637,486,8.757,4816.35,Metal Sheet 5,MS-2341,0,
637,487,5.8065,3193.575,Metal Sheet 6,MS-2348,0,
638,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
639,510,23.079,12693.45,LL Road Rim,RM-R436,0,
639,511,29.274,16100.7,ML Road Rim,RM-R600,0,
639,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
640,409,41.1705,123.5115,External Lock Washer 1,LE-6000,0,
640,914,21.0945,11601.975,LL Touring Seat/Saddle,SE-T312,1,
640,915,30.4395,16741.725,ML Touring Seat/Saddle,SE-T762,1,
641,527,6.7515,3713.325,Spokes,SK-9283,0,
642,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
642,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
643,496,49.6545,2979.27,Paint - Yellow,PA-823Y,0,
644,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
645,427,47.754,143.262,Thin-Jam Lock Nut 16,LJ-3416,0,
645,428,43.4805,130.4415,Thin-Jam Lock Nut 5,LJ-3816,0,
645,429,41.3805,124.1415,Thin-Jam Lock Nut 6,LJ-3824,0,
645,430,45.654,136.962,Thin-Jam Lock Nut 3,LJ-5161,0,
645,431,41.3805,124.1415,Thin-Jam Lock Nut 4,LJ-5162,0,
645,432,39.2805,117.8415,Thin-Jam Lock Nut 13,LJ-5811,0,
645,433,43.554,130.662,Thin-Jam Lock Nut 14,LJ-5818,0,
645,434,39.2805,117.8415,Thin-Jam Lock Nut 7,LJ-7161,0,
645,435,37.1805,111.5415,Thin-Jam Lock Nut 8,LJ-7162,0,
645,436,41.454,124.362,Thin-Jam Lock Nut 12,LJ-9080,0,
645,437,37.1805,111.5415,Thin-Jam Lock Nut 11,LJ-9161,0,
646,490,12.7155,38.1465,LL Nipple,NI-4127,0,
646,491,19.9395,59.8185,HL Nipple,NI-9522,0,
647,528,38.157,114.471,Seat Lug,SL-0931,0,
648,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
649,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
649,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
650,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
651,444,43.4805,130.4415,Lock Nut 9,LN-1428,0,
651,445,41.3805,124.1415,Lock Nut 22,LN-3410,0,
651,446,45.654,136.962,Lock Nut 23,LN-3416,0,
651,447,41.3805,124.1415,Lock Nut 12,LN-3816,0,
652,356,3.381,202.86,LL Grip Tape,GT-0820,0,
652,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
653,384,36.9705,110.9115,Hex Nut 12,HN-3816,0,
653,385,43.218,129.654,Hex Nut 13,HN-3824,0,
653,386,47.4915,142.4745,Hex Nut 1,HN-4402,0,
654,490,12.3585,37.0755,LL Nipple,NI-4127,0,
655,513,39.1965,21558.075,Touring Rim,RM-T801,0,
656,412,39.144,117.432,Internal Lock Washer 3,LI-1000,0,
656,413,47.5755,142.7265,Internal Lock Washer 4,LI-1200,0,
656,414,45.4755,136.4265,Internal Lock Washer 9,LI-1201,0,
656,415,49.749,149.247,Internal Lock Washer 5,LI-1400,0,
657,934,38.1465,20980.575,Touring Tire,TI-T723,0,
658,431,41.3805,124.1415,Thin-Jam Lock Nut 4,LJ-5162,0,
658,432,39.2805,117.8415,Thin-Jam Lock Nut 13,LJ-5811,0,
658,433,43.554,130.662,Thin-Jam Lock Nut 14,LJ-5818,0,
658,434,39.2805,117.8415,Thin-Jam Lock Nut 7,LJ-7161,0,
658,435,37.1805,111.5415,Thin-Jam Lock Nut 8,LJ-7162,0,
659,341,47.5755,142.7265,Flat Washer 1,FW-1000,0,
659,342,45.4755,136.4265,Flat Washer 6,FW-1200,0,
659,343,49.749,149.247,Flat Washer 2,FW-1400,0,
659,344,45.4755,136.4265,Flat Washer 9,FW-3400,0,
659,345,43.3755,130.1265,Flat Washer 4,FW-3800,0,
660,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
660,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
661,343,49.644,148.932,Flat Washer 2,FW-1400,0,
661,344,45.3705,136.1115,Flat Washer 9,FW-3400,0,
661,345,43.2705,129.8115,Flat Washer 4,FW-3800,0,
661,346,47.544,142.632,Flat Washer 3,FW-5160,0,
662,928,32.7705,18023.775,LL Mountain Tire,TI-M267,0,
662,929,37.086,20397.3,ML Mountain Tire,TI-M602,0,
663,332,10.815,5948.25,Freewheel,FH-2981,0,
664,948,82.8345,45558.975,Front Brakes,FB-9873,1,
664,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
665,325,0.21,262.5,Decal 1,DC-8732,0,
665,326,0.21,262.5,Decal 2,DC-9824,0,
666,320,49.644,148.932,Chainring Bolts,CB-2903,0,
666,321,44.3205,132.9615,Chainring Nut,CN-6137,0,
666,322,28.6965,1721.79,Chainring,CR-7833,0,
667,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
667,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
668,952,15.7395,944.37,Chain,CH-0234,1,
669,922,6.531,3592.05,Road Tire Tube,TT-R982,0,
669,923,6.1845,3401.475,Touring Tire Tube,TT-T092,0,
670,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
670,318,36.099,19854.45,ML Crankarm,CA-6738,0,
670,319,48.5835,26720.925,HL Crankarm,CA-7457,0,
671,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
671,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
672,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
673,370,43.3965,130.1895,Thin-Jam Hex Nut 14,HJ-5818,0,
673,371,39.123,117.369,Thin-Jam Hex Nut 7,HJ-7161,0,
673,372,37.023,111.069,Thin-Jam Hex Nut 8,HJ-7162,0,
674,2,41.916,125.748,Bearing Ball,BA-8327,0,
675,1,50.2635,150.7905,Adjustable Race,AR-5381,0,
676,364,47.754,143.262,Thin-Jam Hex Nut 16,HJ-3416,0,
676,365,43.4805,130.4415,Thin-Jam Hex Nut 5,HJ-3816,0,
676,366,41.3805,124.1415,Thin-Jam Hex Nut 6,HJ-3824,0,
676,367,45.654,136.962,Thin-Jam Hex Nut 3,HJ-5161,0,
677,530,16.086,8847.3,Seat Post,SP-2981,0,
678,4,57.0255,171.0765,Headset Ball Bearings,BE-2908,0,
679,512,37.086,20397.3,HL Road Rim,RM-R800,0,
680,513,26.5965,14628.075,Touring Rim,RM-T801,0,
681,319,46.0635,25334.925,HL Crankarm,CA-7457,0,
682,403,47.4705,142.4115,External Lock Washer 3,LE-1000,0,
682,404,45.3705,136.1115,External Lock Washer 4,LE-1200,0,
683,433,43.3965,130.1895,Thin-Jam Lock Nut 14,LJ-5818,0,
683,434,39.123,117.369,Thin-Jam Lock Nut 7,LJ-7161,0,
683,435,37.023,111.069,Thin-Jam Lock Nut 8,LJ-7162,0,
684,320,47.4705,142.4115,Chainring Bolts,CB-2903,0,
684,321,42.798,128.394,Chainring Nut,CN-6137,0,
685,443,39.123,117.369,Lock Nut 8,LN-1420,0,
685,444,37.023,111.069,Lock Nut 9,LN-1428,0,
685,445,41.2965,123.8895,Lock Nut 22,LN-3410,0,
685,446,37.023,111.069,Lock Nut 23,LN-3416,0,
685,447,47.6805,143.0415,Lock Nut 12,LN-3816,0,
685,448,45.5805,136.7415,Lock Nut 13,LN-3824,0,
685,449,49.854,149.562,Lock Nut 1,LN-4400,0,
685,450,45.5805,136.7415,Lock Nut 10,LN-5161,0,
685,451,43.4805,130.4415,Lock Nut 11,LN-5162,0,
685,452,47.754,143.262,Lock Nut 2,LN-5400,0,
685,453,43.4805,130.4415,Lock Nut 20,LN-5811,0,
685,454,41.3805,124.1415,Lock Nut 21,LN-5818,0,
685,455,45.654,136.962,Lock Nut 3,LN-6320,0,
685,456,41.3805,124.1415,Lock Nut 14,LN-7161,0,
685,457,39.2805,117.8415,Lock Nut 15,LN-7162,0,
685,458,43.554,130.662,Lock Nut 4,LN-8320,0,
685,459,39.2805,117.8415,Lock Nut 19,LN-9080,0,
685,460,37.1805,111.5415,Lock Nut 18,LN-9161,0,
685,461,41.454,124.362,Lock Ring,LR-2398,0,
686,941,62.9895,34644.225,Touring Pedal,PD-T852,1,
687,320,45.3705,136.1115,Chainring Bolts,CB-2903,0,
687,321,40.488,121.464,Chainring Nut,CN-6137,0,
687,322,26.3655,1581.93,Chainring,CR-7833,0,
688,504,48.762,146.286,Cup-Shaped Race,RA-2345,0,
689,497,34.188,102.564,Pinch Bolt,PB-6109,0,
690,323,50.2635,150.7905,Crown Race,CR-9981,0,
691,523,10.731,5902.05,LL Spindle/Axle,SD-2342,0,
691,524,14.1225,7767.375,HL Spindle/Axle,SD-9872,0,
692,492,50.2635,3015.81,Paint - Black,PA-187B,0,
692,493,57.1515,3429.09,Paint - Red,PA-361R,0,
693,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
693,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
693,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
694,506,9.198,551.88,Reflector,RF-9198,0,
695,351,5.775,3176.25,Front Derailleur Cage,FC-3982,0,
695,352,1.155,635.25,Front Derailleur Linkage,FL-2301,0,
695,679,5.775,3176.25,Rear Derailleur Cage,RC-0291,0,
696,507,23.394,12866.7,LL Mountain Rim,RM-M464,0,
696,508,27.6465,15205.575,ML Mountain Rim,RM-M692,0,
697,535,3.486,1917.3,Tension Pulley,TP-0923,0,
698,351,6.195,3407.25,Front Derailleur Cage,FC-3982,0,
698,352,1.47,808.5,Front Derailleur Linkage,FL-2301,0,
698,679,6.195,3407.25,Rear Derailleur Cage,RC-0291,0,
699,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
699,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
700,491,19.9815,59.9445,HL Nipple,NI-9522,0,
701,349,39.144,117.432,Flat Washer 7,FW-9160,0,
702,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
702,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
703,385,41.1705,123.5115,Hex Nut 13,HN-3824,0,
703,386,45.444,136.332,Hex Nut 1,HN-4402,0,
703,387,41.1705,123.5115,Hex Nut 10,HN-5161,0,
704,488,8.862,4874.1,Metal Sheet 1,MS-6061,0,
704,489,10.4685,5757.675,Metal Tread Plate,MT-1000,0,
705,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
706,510,23.079,12693.45,LL Road Rim,RM-R436,0,
706,511,29.274,16100.7,ML Road Rim,RM-R600,0,
706,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
707,916,40.9395,22516.725,HL Touring Seat/Saddle,SE-T924,1,
708,525,2.3205,1276.275,LL Shell,SH-4562,0,
709,526,3.6435,2003.925,HL Shell,SH-9312,0,
710,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
710,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
710,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
711,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
711,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
712,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
712,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
713,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
714,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
714,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
715,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
716,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
717,474,43.3965,130.1895,Lock Washer 3,LW-8000,0,
717,475,39.123,117.369,Lock Washer 11,LW-9160,0,
718,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
719,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
719,511,27.867,15326.85,ML Road Rim,RM-R600,0,
720,527,6.7515,3713.325,Spokes,SK-9283,0,
721,509,36.2775,19952.625,HL Mountain Rim,RM-M823,0,
722,492,50.7465,3044.79,Paint - Black,PA-187B,0,
722,493,58.2645,3495.87,Paint - Red,PA-361R,0,
723,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
724,422,47.6805,143.0415,Thin-Jam Lock Nut 9,LJ-1213,0,
724,423,45.5805,136.7415,Thin-Jam Lock Nut 10,LJ-1220,0,
725,490,12.7155,38.1465,LL Nipple,NI-4127,0,
725,491,19.9395,59.8185,HL Nipple,NI-9522,0,
726,528,38.157,114.471,Seat Lug,SL-0931,0,
727,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
728,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
728,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
729,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
730,448,39.2805,117.8415,Lock Nut 13,LN-3824,0,
730,449,43.554,130.662,Lock Nut 1,LN-4400,0,
730,450,39.2805,117.8415,Lock Nut 10,LN-5161,0,
731,356,3.381,202.86,LL Grip Tape,GT-0820,0,
731,357,4.3155,258.93,ML Grip Tape,GT-1209,0,
732,387,43.2705,129.8115,Hex Nut 10,HN-5161,0,
732,388,47.544,142.632,Hex Nut 11,HN-5162,0,
733,490,12.3585,37.0755,LL Nipple,NI-4127,0,
734,513,39.1965,21558.075,Touring Rim,RM-T801,0,
735,416,45.4755,136.4265,Internal Lock Washer 7,LI-3800,0,
735,417,43.3755,130.1265,Internal Lock Washer 6,LI-5160,0,
735,418,47.649,142.947,Internal Lock Washer 10,LI-5800,0,
735,419,43.3755,130.1265,Internal Lock Washer 1,LI-6000,0,
735,420,41.2755,123.8265,Internal Lock Washer 8,LI-7160,0,
735,421,45.549,136.647,Internal Lock Washer 2,LI-8000,0,
736,931,34.8705,19178.775,LL Road Tire,TI-R092,0,
736,932,39.7635,21869.925,ML Road Tire,TI-R628,0,
736,933,43.9845,24191.475,HL Road Tire,TI-R982,0,
736,934,38.1465,20980.575,Touring Tire,TI-T723,0,
737,436,41.454,124.362,Thin-Jam Lock Nut 12,LJ-9080,0,
737,437,37.1805,111.5415,Thin-Jam Lock Nut 11,LJ-9161,0,
738,346,47.649,142.947,Flat Washer 3,FW-5160,0,
738,347,43.3755,130.1265,Flat Washer 8,FW-5800,0,
738,348,41.2755,123.8265,Flat Washer 5,FW-7160,0,
738,349,45.549,136.647,Flat Washer 7,FW-9160,0,
739,931,34.3455,18890.025,LL Road Tire,TI-R092,0,
739,932,39.2385,21581.175,ML Road Tire,TI-R628,0,
740,347,43.2705,129.8115,Flat Washer 8,FW-5800,0,
740,348,41.1705,123.5115,Flat Washer 5,FW-7160,0,
740,349,45.444,136.332,Flat Washer 7,FW-9160,0,
741,930,43.0395,23671.725,HL Mountain Tire,TI-M823,0,
742,332,10.815,5948.25,Freewheel,FH-2981,0,
743,948,82.8345,45558.975,Front Brakes,FB-9873,1,
743,907,82.8345,45558.975,Rear Brakes,RB-9231,1,
744,325,0.21,262.5,Decal 1,DC-8732,0,
744,326,0.21,262.5,Decal 2,DC-9824,0,
745,320,49.644,148.932,Chainring Bolts,CB-2903,0,
745,321,44.3205,132.9615,Chainring Nut,CN-6137,0,
745,322,28.6965,1721.79,Chainring,CR-7833,0,
746,930,42.5145,23382.975,HL Mountain Tire,TI-M823,0,
746,921,5.586,3072.3,Mountain Tire Tube,TT-M928,0,
747,952,15.7395,944.37,Chain,CH-0234,1,
748,933,43.4595,23902.725,HL Road Tire,TI-R982,0,
748,934,37.6215,20691.825,Touring Tire,TI-T723,0,
748,922,6.531,3592.05,Road Tire Tube,TT-R982,0,
748,923,6.1845,3401.475,Touring Tire Tube,TT-T092,0,
749,317,29.5785,16268.175,LL Crankarm,CA-5965,0,
749,318,36.099,19854.45,ML Crankarm,CA-6738,0,
749,319,48.5835,26720.925,HL Crankarm,CA-7457,0,
750,928,32.2455,17735.025,LL Mountain Tire,TI-M267,0,
750,929,36.561,20108.55,ML Mountain Tire,TI-M602,0,
751,319,46.4205,25531.275,HL Crankarm,CA-7457,0,
752,373,41.2965,123.8895,Thin-Jam Hex Nut 12,HJ-9080,0,
752,374,37.023,111.069,Thin-Jam Hex Nut 11,HJ-9161,0,
753,525,2.3205,1276.275,LL Shell,SH-4562,0,
754,526,3.6435,2003.925,HL Shell,SH-9312,0,
755,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
755,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
755,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
756,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
756,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
757,2,41.916,125.748,Bearing Ball,BA-8327,0,
758,1,50.2635,150.7905,Adjustable Race,AR-5381,0,
759,368,41.3805,124.1415,Thin-Jam Hex Nut 4,HJ-5162,0,
759,369,39.2805,117.8415,Thin-Jam Hex Nut 13,HJ-5811,0,
759,370,43.554,130.662,Thin-Jam Hex Nut 14,HJ-5818,0,
759,371,39.2805,117.8415,Thin-Jam Hex Nut 7,HJ-7161,0,
759,372,37.1805,111.5415,Thin-Jam Hex Nut 8,HJ-7162,0,
760,530,16.086,8847.3,Seat Post,SP-2981,0,
761,4,57.0255,171.0765,Headset Ball Bearings,BE-2908,0,
762,512,37.086,20397.3,HL Road Rim,RM-R800,0,
763,513,26.5965,14628.075,Touring Rim,RM-T801,0,
764,317,27.0585,14882.175,LL Crankarm,CA-5965,0,
764,318,33.579,18468.45,ML Crankarm,CA-6738,0,
765,405,49.644,148.932,External Lock Washer 9,LE-1201,0,
765,406,45.3705,136.1115,External Lock Washer 5,LE-1400,0,
765,407,43.2705,129.8115,External Lock Washer 7,LE-3800,0,
765,408,47.544,142.632,External Lock Washer 6,LE-5160,0,
765,409,43.2705,129.8115,External Lock Washer 1,LE-6000,0,
765,410,41.1705,123.5115,External Lock Washer 8,LE-7160,0,
765,411,45.444,136.332,External Lock Washer 2,LE-8000,0,
765,412,41.1705,123.5115,Internal Lock Washer 3,LI-1000,0,
765,413,39.0705,117.2115,Internal Lock Washer 4,LI-1200,0,
765,414,43.344,130.032,Internal Lock Washer 9,LI-1201,0,
765,415,39.0705,117.2115,Internal Lock Washer 5,LI-1400,0,
765,416,36.9705,110.9115,Internal Lock Washer 7,LI-3800,0,
765,417,41.244,123.732,Internal Lock Washer 6,LI-5160,0,
765,418,36.9705,110.9115,Internal Lock Washer 10,LI-5800,0,
765,419,34.8705,104.6115,Internal Lock Washer 1,LI-6000,0,
765,420,39.144,117.432,Internal Lock Washer 8,LI-7160,0,
765,421,47.5755,142.7265,Internal Lock Washer 2,LI-8000,0,
766,436,41.2965,123.8895,Thin-Jam Lock Nut 12,LJ-9080,0,
766,437,37.023,111.069,Thin-Jam Lock Nut 11,LJ-9161,0,
767,322,25.4205,1525.23,Chainring,CR-7833,0,
768,438,41.223,123.669,Lock Nut 5,LN-1024,0,
768,439,45.4965,136.4895,Lock Nut 6,LN-1032,0,
768,440,41.223,123.669,Lock Nut 16,LN-1213,0,
768,441,39.123,117.369,Lock Nut 17,LN-1220,0,
768,442,43.3965,130.1895,Lock Nut 7,LN-1224,0,
769,941,62.9895,34644.225,Touring Pedal,PD-T852,1,
770,320,45.3705,136.1115,Chainring Bolts,CB-2903,0,
770,321,40.488,121.464,Chainring Nut,CN-6137,0,
770,322,26.3655,1581.93,Chainring,CR-7833,0,
771,504,48.762,146.286,Cup-Shaped Race,RA-2345,0,
772,497,34.188,102.564,Pinch Bolt,PB-6109,0,
773,323,50.2635,150.7905,Crown Race,CR-9981,0,
774,523,10.731,5902.05,LL Spindle/Axle,SD-2342,0,
774,524,14.1225,7767.375,HL Spindle/Axle,SD-9872,0,
775,494,53.2035,3192.21,Paint - Silver,PA-529S,0,
775,495,63.693,3821.58,Paint - Blue,PA-632U,0,
775,496,48.909,2934.54,Paint - Yellow,PA-823Y,0,
776,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
776,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
776,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
776,914,21.0945,11601.975,LL Touring Seat/Saddle,SE-T312,1,
777,506,9.198,551.88,Reflector,RF-9198,0,
778,351,5.775,3176.25,Front Derailleur Cage,FC-3982,0,
778,352,1.155,635.25,Front Derailleur Linkage,FL-2301,0,
778,679,5.775,3176.25,Rear Derailleur Cage,RC-0291,0,
779,507,23.394,12866.7,LL Mountain Rim,RM-M464,0,
779,508,27.6465,15205.575,ML Mountain Rim,RM-M692,0,
780,355,1.365,750.75,Guide Pulley,GP-0982,0,
780,940,62.9895,34644.225,HL Road Pedal,PD-R853,1,
780,535,3.486,1917.3,Tension Pulley,TP-0923,0,
781,351,6.195,3407.25,Front Derailleur Cage,FC-3982,0,
781,352,1.47,808.5,Front Derailleur Linkage,FL-2301,0,
781,679,6.195,3407.25,Rear Derailleur Cage,RC-0291,0,
782,507,22.1655,12191.025,LL Mountain Rim,RM-M464,0,
782,508,29.2845,16106.475,ML Mountain Rim,RM-M692,0,
783,491,19.9815,59.9445,HL Nipple,NI-9522,0,
784,341,41.1705,123.5115,Flat Washer 1,FW-1000,0,
784,342,39.0705,117.2115,Flat Washer 6,FW-1200,0,
785,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
785,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
786,388,39.0705,117.2115,Hex Nut 11,HN-5162,0,
786,389,43.344,130.032,Hex Nut 2,HN-5400,0,
786,390,39.0705,117.2115,Hex Nut 20,HN-5811,0,
786,391,36.9705,110.9115,Hex Nut 21,HN-5818,0,
787,476,15.8865,8737.575,Metal Angle,MA-7075,0,
787,477,11.6655,6416.025,Metal Bar 1,MB-2024,0,
787,478,11.088,6098.4,Metal Bar 2,MB-6061,0,
787,479,15.8865,8737.575,Metal Plate 2,MP-2066,0,
787,480,11.6655,6416.025,Metal Plate 1,MP-2503,0,
787,481,11.088,6098.4,Metal Plate 3,MP-4960,0,
788,402,47.4705,142.4115,Keyed Washer,KW-4091,0,
789,510,23.079,12693.45,LL Road Rim,RM-R436,0,
789,511,29.274,16100.7,ML Road Rim,RM-R600,0,
789,512,34.9755,19236.525,HL Road Rim,RM-R800,0,
790,403,45.3705,136.1115,External Lock Washer 3,LE-1000,0,
790,404,49.644,148.932,External Lock Washer 4,LE-1200,0,
790,405,45.3705,136.1115,External Lock Washer 9,LE-1201,0,
791,525,2.3205,1276.275,LL Shell,SH-4562,0,
792,526,3.6435,2003.925,HL Shell,SH-9312,0,
793,908,21.0945,11601.975,LL Mountain Seat/Saddle,SE-M236,1,
793,909,30.4395,16741.725,ML Mountain Seat/Saddle,SE-M798,1,
793,913,40.9395,22516.725,HL Road Seat/Saddle,SE-R995,1,
794,356,3.6015,216.09,LL Grip Tape,GT-0820,0,
794,357,3.9795,238.77,ML Grip Tape,GT-1209,0,
795,935,31.4895,17319.225,LL Mountain Pedal,PD-M282,1,
795,936,48.2895,26559.225,ML Mountain Pedal,PD-M340,1,
796,524,12.9675,7132.125,HL Spindle/Axle,SD-9872,0,
797,911,21.0945,11601.975,LL Road Seat/Saddle,SE-R581,1,
797,912,30.4395,16741.725,ML Road Seat/Saddle,SE-R908,1,
798,910,40.9395,22516.725,HL Mountain Seat/Saddle,SE-M940,1,
799,937,62.9895,34644.225,HL Mountain Pedal,PD-M562,1,
800,463,47.523,142.569,Lock Washer 4,LW-1000,0,
800,464,45.423,136.269,Lock Washer 5,LW-1200,0,
800,465,49.6965,149.0895,Lock Washer 10,LW-1201,0,
801,462,47.6805,143.0415,Lower Head Race,LR-8520,0,
802,510,23.4045,12872.475,LL Road Rim,RM-R436,0,
802,511,27.867,15326.85,ML Road Rim,RM-R600,0,
803,527,6.7515,3713.325,Spokes,SK-9283,0,
804,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
804,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
805,494,50.7465,3044.79,Paint - Silver,PA-529S,0,
805,495,62.9265,3775.59,Paint - Blue,PA-632U,0,
805,496,49.6545,2979.27,Paint - Yellow,PA-823Y,0,
806,523,10.3845,5711.475,LL Spindle/Axle,SD-2342,0,
807,424,49.854,149.562,Thin-Jam Lock Nut 1,LJ-1420,0,
807,425,45.5805,136.7415,Thin-Jam Lock Nut 2,LJ-1428,0,
807,426,43.4805,130.4415,Thin-Jam Lock Nut 15,LJ-3410,0,
807,427,47.754,143.262,Thin-Jam Lock Nut 16,LJ-3416,0,
807,428,43.4805,130.4415,Thin-Jam Lock Nut 5,LJ-3816,0,
807,429,41.3805,124.1415,Thin-Jam Lock Nut 6,LJ-3824,0,
808,490,12.7155,38.1465,LL Nipple,NI-4127,0,
808,491,19.9395,59.8185,HL Nipple,NI-9522,0,
809,528,38.157,114.471,Seat Lug,SL-0931,0,
810,505,44.2155,132.6465,Cone-Shaped Race,RA-7490,0,
811,938,31.4895,17319.225,LL Road Pedal,PD-R347,1,
811,939,48.2895,26559.225,ML Road Pedal,PD-R563,1,
812,358,6.9825,418.95,HL Grip Tape,GT-2908,0,
813,451,37.1805,111.5415,Lock Nut 11,LN-5162,0,
813,452,41.454,124.362,Lock Nut 2,LN-5400,0,
